"","matchId","type","duration","nGroups","maxPlace","nPlayers","nWinners"
"2174","0bc1367e9b4625","solo",1879,93,97,97,1
"2175","0bc2c767b81145","duo-fpp",1922,40,48,93,2
"2176","0bc41a612ff0be","squad-fpp",1880,27,27,83,4
"2177","0bc432d2809952","duo-fpp",1398,45,48,96,2
"2178","0bc49f8e753ab3","squad-fpp",2157,25,26,95,2
"2179","0bc693212dbe16","squad-fpp",1319,26,27,92,4
"2180","0bc6e29ffd06d7","squad",1424,29,29,99,2
"2181","0bc8aafdc0ca04","duo",1936,48,48,96,2
"2182","0bc8da402f029e","duo-fpp",1380,46,48,94,2
"2183","0bc8f18bcd677f","squad-fpp",1382,27,27,89,4
"2184","0bc9442ba52c6e","solo",1975,89,95,95,1
"2185","0bc9978bb9e0e8","squad-fpp",1373,27,27,97,4
"2186","0bc9a0e5199544","duo-fpp",1893,41,41,81,2
"2187","0bca73cd1be7f5","squad-fpp",1389,27,27,87,3
"2188","0bcc969ef33517","squad-fpp",1744,30,31,96,4
"2189","0bcdf0c6d39da8","duo-fpp",1765,40,46,91,2
"2190","0bce0477aafb12","duo-fpp",1820,45,48,95,2
"2191","0bd1bba38f4e89","squad-fpp",1356,25,26,93,3
"2192","0bd3022095465f","squad-fpp",1876,28,28,93,4
"2193","0bd7f43daefe42","duo-fpp",1274,47,49,96,2
"2194","0bd86d3b09416c","squad",1421,23,27,89,3
"2195","0bd9cd2305701c","squad-fpp",1361,31,31,98,4
"2196","0bdc1a4eb52a4a","squad-fpp",1889,27,28,93,3
"2197","0bdf77b536d6ad","squad-fpp",1363,27,28,99,4
"2198","0be04ca4580131","duo",1975,43,46,88,2
"2199","0be1c85202a4bc","squad-fpp",1292,27,28,96,3
"2200","0be1fc08ac0ad0","duo-fpp",1351,47,48,95,2
"2201","0be4a559930809","squad",1870,27,29,95,4
"2202","0be880ff98938f","squad-fpp",1877,27,28,98,4
"2203","0be8c18807dc28","squad-fpp",1848,30,30,94,4
"2204","0be92f3005bc98","squad",1825,24,26,91,3
"2205","0beb3b80ee4901","squad-fpp",1365,26,28,97,4
"2206","0beb5949b44b9c","duo-fpp",1820,48,49,96,2
"2207","0bebae4e37f211","squad-fpp",2004,28,29,96,4
"2208","0bed23b598946e","squad",1979,27,27,94,4
"2209","0bee3a4bce3d85","squad-fpp",1351,29,30,95,3
"2210","0beecc3748515d","squad-fpp",1338,24,27,95,3
"2211","0bef050e808d91","squad-fpp",1447,28,29,96,3
"2212","0bef5378eb8eda","squad-fpp",1214,29,29,90,3
"2213","0bf0d8c44ecbe2","squad-fpp",1395,28,29,99,4
"2214","0bf1763b2578cf","duo-fpp",1925,42,43,86,2
"2215","0bf22bc7c8f622","solo-fpp",1431,95,95,95,1
"2216","0bf331dfebb441","duo-fpp",1430,46,48,94,2
"2217","0bf42fc307c55a","duo-fpp",1357,47,48,95,2
"2218","0bf57d0ca4c017","squad-fpp",1328,28,28,95,3
"2219","0bf8dab3b54cc0","squad",1316,27,27,96,4
"2220","0bf9add87c7ec6","squad",1357,24,27,92,4
"2221","0bfa9fc9c67f75","squad-fpp",1344,29,29,94,4
"2222","0bff8be64941e1","squad-fpp",1245,26,26,96,4
"2223","0c00bda240c2db","squad-fpp",1487,29,29,97,4
"2224","0c03322fd406eb","solo-fpp",1856,92,94,94,1
"2225","0c063f956b87c4","duo-fpp",1427,45,47,92,2
"2226","0c073970620dc2","duo-fpp",1405,47,48,95,2
"2227","0c0796f8df3425","solo-fpp",1335,92,96,96,1
"2228","0c0866e4ed2f81","squad-fpp",1416,28,30,99,3
"2229","0c08ba70a755d5","solo-fpp",2156,87,92,92,1
"2230","0c0943c71bc986","squad-fpp",1876,27,29,98,3
"2231","0c0ad7fdbc3ab5","solo-fpp",1373,85,88,88,1
"2232","0c0b34f8a5e86c","squad-fpp",1352,27,28,96,3
"2233","0c0c0463168b4d","squad-fpp",1750,27,29,98,4
"2234","0c0f6b77aaeefc","duo-fpp",1928,44,48,95,2
"2235","0c0f9d56a6416d","squad",1727,27,28,92,3
"2236","0c0ff5ecb96299","duo-fpp",1825,48,50,99,2
"2237","0c1032ceea6244","squad-fpp",1317,23,24,90,4
"2238","0c1097ce5f9940","solo",1808,2,18,18,4
"2239","0c10c35d748935","squad-fpp",1336,30,31,96,4
"2240","0c122dda5962eb","squad-fpp",1374,27,28,94,4
"2241","0c138002e3558c","solo-fpp",1852,94,96,96,1
"2242","0c13876d81d56c","squad",1380,28,28,89,4
"2243","0c1496823da237","squad-fpp",1353,26,27,96,3
"2244","0c14b47844df68","squad-fpp",1376,24,24,90,4
"2245","0c158c8133a4e1","squad-fpp",1534,26,28,96,4
"2246","0c15ec44a451f1","squad",1873,29,31,97,3
"2247","0c195b44a885f2","squad-fpp",1323,27,27,93,4
"2248","0c19904ee9fcf8","duo-fpp",1357,48,48,95,1
"2249","0c1a923606a1dc","squad",1364,24,26,92,4
"2250","0c1d427d555d9b","squad-fpp",1423,27,29,96,4
"2251","0c1dcfa295d678","squad",1884,24,29,86,4
"2252","0c1df3371f20a1","duo-fpp",1882,45,47,93,2
"2253","0c1e01e3d061bc","squad-fpp",1873,30,31,99,4
"2254","0c1e315a8ee423","squad-fpp",1146,26,28,98,4
"2255","0c21acb15a2590","squad-fpp",1394,28,28,96,4
"2256","0c23715ecb790f","duo",1841,44,47,93,2
"2257","0c247b47d45d5d","squad-fpp",1923,27,27,99,3
"2258","0c24ab45d43b3d","duo",1873,46,47,92,2
"2259","0c292a73c61d66","squad-fpp",1355,28,29,95,4
"2260","0c2b9dee447750","duo-fpp",1232,48,49,97,2
"2261","0c2cde96fef9ea","duo-fpp",1878,46,46,91,2
"2262","0c2eddc919f4ab","duo",1425,45,48,95,2
"2263","0c2fc25b0bd00c","solo-fpp",1359,97,97,97,1
"2264","0c33a4fca13dcc","duo",1910,47,49,96,2
"2265","0c33dfe0bb0f82","squad-fpp",1273,26,28,96,4
"2266","0c35295f2a8ab3","duo-fpp",1372,48,49,96,2
"2267","0c375085ac9da4","squad-fpp",1714,23,25,87,4
"2268","0c376ced280b3c","duo-fpp",1420,49,50,99,2
"2269","0c388571008b3b","duo",1519,42,45,89,2
"2270","0c3903b683e259","duo-fpp",1364,49,50,99,2
"2271","0c391ab57026b9","squad-fpp",1309,28,29,100,4
"2272","0c3b9d2034905a","squad-fpp",1362,27,28,95,4
"2273","0c3d7da71ef8da","solo-fpp",1434,97,99,99,1
"2274","0c42d1e0466c23","squad-fpp",1694,26,27,92,4
"2275","0c43d87fa5c344","squad-fpp",1880,23,27,85,4
"2276","0c4473eac9b507","duo-fpp",1350,44,46,91,2
"2277","0c469db5341db1","squad",1802,26,26,84,4
"2278","0c4a0012f8d5b6","duo",1918,45,47,93,2
"2279","0c4cbfd5b609e6","solo",1417,98,99,99,1
"2280","0c4cd6e018cba5","normal-duo-fpp",1874,31,31,61,2
"2281","0c4d0020e712a0","solo-fpp",1991,96,97,97,1
"2282","0c4d18ae15be58","normal-duo-fpp",1293,11,11,21,2
"2283","0c4e2ee06c0e2e","solo-fpp",1449,95,96,96,1
"2284","0c4e7d83744688","duo-fpp",1472,46,49,96,2
"2285","0c4f437a09973e","duo-fpp",1827,46,48,93,2
"2286","0c4f5765d450a3","squad",1987,26,28,97,4
"2287","0c52d93eaf9882","duo-fpp",1699,47,47,94,2
"2288","0c530d369d114f","duo-fpp",1862,44,49,97,2
"2289","0c53b82839d809","squad",1806,26,27,97,4
"2290","0c53fa02a1da7a","squad-fpp",1880,25,26,90,3
"2291","0c563615bbea08","squad",1387,28,28,99,4
"2292","0c565888b3c1c6","duo",1936,41,47,92,2
"2293","0c576fddf67444","squad-fpp",1895,29,29,94,4
"2294","0c577e4baeb87e","solo-fpp",1919,35,38,38,1
"2295","0c585713a34125","normal-duo-fpp",890,7,7,15,2
"2296","0c58916e930466","squad-fpp",1920,25,27,94,3
"2297","0c599f98e801d7","duo-fpp",1365,42,45,88,2
"2298","0c5ab888689674","duo",1907,47,49,96,2
"2299","0c5b34b709af15","squad",1921,22,26,86,3
"2300","0c604c9981d022","solo",1969,93,93,93,1
"2301","0c60f81c8356cf","duo-fpp",1364,46,46,92,2
"2302","0c61b440d2a44a","duo",1963,44,47,94,2
"2303","0c61ccaa55baca","squad-fpp",1790,28,28,97,4
"2304","0c627b58150dc9","squad-fpp",1360,30,30,98,2
"2305","0c63131462771e","squad",1399,28,29,95,3
"2306","0c6774295799c6","normal-squad-fpp",599,14,15,60,4
"2307","0c678e24f6ff7a","duo-fpp",1364,42,45,88,2
"2308","0c6b85269cbcb3","solo-fpp",1388,98,99,99,1
"2309","0c6bd3ee9a6080","squad-fpp",1241,24,27,92,3
"2310","0c6be238485c69","squad-fpp",1979,29,30,97,1
"2311","0c6f20889cfcf8","squad-fpp",1382,27,27,96,3
"2312","0c7035425ac6d9","squad-fpp",1808,30,30,100,3
"2313","0c706041a62533","squad-fpp",1975,28,28,94,3
"2314","0c707a453866ad","squad-fpp",1464,28,28,97,4
"2315","0c70c2be6426f5","squad",1371,24,25,90,4
"2316","0c71650cda7739","squad-fpp",1836,25,26,85,4
"2317","0c71a8fc01ccea","duo-fpp",1856,43,45,89,2
"2318","0c71bfef6c7d4a","solo-fpp",1395,95,96,96,1
"2319","0c753bb5a6418d","duo-fpp",1779,45,46,91,2
"2320","0c78de70243907","duo",1833,48,50,97,2
"2321","0c7b191ecec1fb","solo-fpp",1349,93,94,94,1
"2322","0c7d7f54ec7897","squad-fpp",1743,28,30,97,4
"2323","0c80c1bc0fdf10","squad",1444,29,30,93,3
"2324","0c828c6e18849d","squad-fpp",1942,29,30,97,3
"2325","0c837bc7b474ad","squad-fpp",1401,27,28,94,3
"2326","0c8492cb94f2e6","squad-fpp",1341,24,27,94,4
"2327","0c84c0b4b853c3","duo-fpp",1453,47,48,95,2
"2328","0c85c6ca8b7720","duo-fpp",1842,46,48,94,2
"2329","0c85ca81516519","squad",1374,26,27,94,4
"2330","0c86a4ad0287ac","solo-fpp",1341,92,94,94,1
"2331","0c8722fa1bfbd9","solo-fpp",1358,95,98,98,1
"2332","0c8d6af7398d27","solo",1808,2,18,18,4
"2333","0c8f1479a8fac2","squad-fpp",1804,30,31,92,4
"2334","0c8f416c938fce","solo-fpp",1813,93,94,94,1
"2335","0c91017fec1458","solo-fpp",1265,94,96,96,1
"2336","0c91bf6b8f80a3","duo-fpp",1405,44,49,96,2
"2337","0c91c1d99d67a8","squad-fpp",1809,32,32,99,3
"2338","0c928b6be16b47","squad-fpp",1850,25,26,91,4
"2339","0c942aa1c4ce96","solo-fpp",1457,88,91,91,1
"2340","0c94dd669fb01b","solo",1903,90,93,93,1
"2341","0c9787fc2a8c8a","solo",1788,94,97,97,1
"2342","0c9823519e4820","squad-fpp",1374,29,30,97,3
"2343","0c9c19c9cacc7d","solo-fpp",1426,92,94,94,1
"2344","0c9ec7ed56c31c","solo-fpp",1845,89,94,94,1
"2345","0c9eef31e5830b","solo-fpp",1506,95,99,99,1
"2346","0c9fefbd3e2295","solo-fpp",1443,95,95,95,1
"2347","0c9ff6254a7640","squad-fpp",1785,26,29,98,3
"2348","0ca10b720f70a6","duo-fpp",1359,49,49,97,2
"2349","0ca10f5e77daf2","solo",1808,2,16,16,1
"2350","0ca2a8a894dc7b","duo",1391,43,45,90,2
"2351","0ca40a76545f10","squad-fpp",1427,29,30,93,3
"2352","0ca42cbbc0c42d","squad",1373,25,27,93,3
"2353","0ca5b44e51b259","duo",1381,40,45,88,2
"2354","0ca677a23857bd","duo",1359,40,44,86,2
"2355","0ca6a31bc73a2c","squad-fpp",1353,26,26,93,4
"2356","0ca7518fb4d521","solo-fpp",1312,98,98,98,1
"2357","0ca7781dce4a32","squad",1834,25,27,94,4
"2358","0ca7ae6d28f4dd","squad",1840,27,29,99,4
"2359","0ca939f42cbd13","squad-fpp",1364,27,30,96,4
"2360","0ca96d9ac9a3d6","squad-fpp",1372,29,29,96,4
"2361","0cab4134500ad0","duo-fpp",1415,49,49,98,2
"2362","0cabdb4493e408","squad-fpp",1327,27,28,91,4
"2363","0cac2599600ef7","duo-fpp",1990,45,47,93,2
"2364","0cad39e203da67","squad-fpp",1309,30,30,97,4
"2365","0cad6775d03f30","squad-fpp",1855,26,28,98,4
"2366","0cb07ccaa8b4a2","squad-fpp",1975,30,31,96,3
"2367","0cb2950a5ccf34","squad-fpp",1877,29,30,90,4
"2368","0cb2a00a7c1e90","squad-fpp",1297,27,28,98,1
"2369","0cb400b99b92f0","solo-fpp",1368,97,97,97,1
"2370","0cb4300f6456b1","squad",1425,26,28,96,4
"2371","0cb471af241eac","duo-fpp",1792,46,48,96,2
"2372","0cb6604f8cbd22","duo-fpp",1904,46,49,96,2
"2373","0cb8fa26ca743e","duo",1877,45,48,95,2
"2374","0cbb4616a59467","solo-fpp",1361,99,99,99,1
"2375","0cbc7918034b3c","squad-fpp",1340,27,28,95,4
"2376","0cbd7e25798b72","squad",1787,27,28,95,3
"2377","0cbd7fb54c56ee","squad-fpp",1768,28,29,98,4
"2378","0cbdfa444c89bd","squad-fpp",1391,26,27,96,4
"2379","0cbe261833bb37","duo-fpp",1367,46,48,93,2
"2380","0cbe48624fdc0e","squad-fpp",1796,28,29,98,4
"2381","0cbec26082ef96","squad-fpp",1754,30,30,96,4
"2382","0cc36d1763bd8c","duo",1964,50,50,100,2
"2383","0cc6d595d3a28b","squad-fpp",1373,25,29,92,3
"2384","0cc7d08da469c7","duo-fpp",1400,46,49,94,2
"2385","0cc90a88130486","duo-fpp",1827,45,47,92,2
"2386","0cc96abb6d0eb2","duo-fpp",1320,42,43,86,2
"2387","0cca15ec36460d","squad-fpp",1393,27,28,97,3
"2388","0cd12bc581099c","duo-fpp",1421,45,48,95,2
"2389","0cd22a47c59215","duo-fpp",1451,47,48,94,2
"2390","0cd3bea82baf87","squad-fpp",1397,26,26,93,4
"2391","0cd4e6b5221a11","solo",1410,94,97,97,1
"2392","0cd7f16c1caa0d","squad-fpp",1868,26,27,95,4
"2393","0cd97dafa60b49","squad-fpp",1844,28,28,97,3
"2394","0cd9f33c002ef7","solo",1507,95,96,96,1
"2395","0cdc385c1d8904","duo",2184,44,49,96,2
"2396","0cdd1a1698ec42","squad-fpp",1412,26,26,95,4
"2397","0cde7ea822f6a8","duo-fpp",1383,47,49,95,2
"2398","0cdfb50cafe8d2","squad-fpp",1422,29,29,94,4
"2399","0ce07415311967","squad-fpp",1772,24,29,96,3
"2400","0ce0923b0e8b4a","squad-fpp",1366,26,26,92,3
"2401","0ce49f2a96b07d","squad-fpp",1301,13,16,53,3
"2402","0ce637e7d7aad8","duo-fpp",1356,47,48,96,2
"2403","0ce6e750391545","solo-fpp",1403,96,96,96,1
"2404","0ce6f6d35c9bfb","squad-fpp",1801,28,30,96,4
"2405","0ce756b4e124f6","squad-fpp",1308,28,28,98,4
"2406","0ce8985d34092a","duo",1466,48,49,96,2
"2407","0cec35def31897","normal-squad-fpp",1941,16,16,64,4
"2408","0ced31ae8beee1","squad-fpp",1305,26,29,98,3
"2409","0cee3470aa0404","squad",1424,25,26,95,4
"2410","0cee3e01634cd1","squad-fpp",1320,29,29,97,4
"2411","0cefb79518e748","squad",1877,27,29,94,4
"2412","0cf1e3e3b8acae","solo-fpp",1376,91,93,93,1
"2413","0cf5978f81d88f","squad-fpp",2135,24,28,90,4
"2414","0cf7a750b26797","normal-duo-fpp",961,9,11,20,3
"2415","0cf83b8ad49ba5","solo-fpp",1440,94,95,95,1
"2416","0cf8e1dc70559e","solo-fpp",1324,97,97,97,1
"2417","0cfed051a1d57d","duo-fpp",1843,46,48,95,2
"2418","0cffe114333850","squad-fpp",1928,27,29,96,3
"2419","0d007be0c83e3f","squad",1521,27,28,94,4
"2420","0d026af9188860","solo-fpp",1960,94,95,95,1
"2421","0d053a444e5663","squad",1951,25,26,91,4
"2422","0d054189cc02c4","solo-fpp",1361,91,93,93,1
"2423","0d05824ffb1f3b","squad-fpp",1902,27,28,93,4
"2424","0d066bc52c4459","squad",2045,27,28,96,4
"2425","0d06c7a1524698","squad-fpp",1291,22,26,89,4
"2426","0d07f1b3064b76","duo-fpp",1293,47,49,96,2
"2427","0d09de90f9692e","squad-fpp",1403,29,29,98,3
"2428","0d09e1bdd81a3f","squad",1846,28,28,90,3
"2429","0d0b7ed57d0419","duo-fpp",1870,45,47,94,2
"2430","0d0d38e955a1db","duo-fpp",1868,43,47,92,2
"2431","0d0d51ca54ab0c","squad",1852,24,27,95,3
"2432","0d0d847f7b0df1","squad",1861,27,28,94,2
"2433","0d0f166675e734","solo",1372,95,96,96,1
"2434","0d0febcf1110c8","duo",1423,47,49,98,2
"2435","0d1024a8c9b0b0","squad-fpp",1222,24,26,96,4
"2436","0d10e9f414246d","squad-fpp",1384,25,27,94,4
"2437","0d120e25fcdd63","duo-fpp",2067,46,50,95,2
"2438","0d153da9f5f17b","squad-fpp",1771,31,31,95,4
"2439","0d15ae1a907288","squad-fpp",1349,28,28,97,4
"2440","0d1893423b2a97","squad-fpp",1438,31,32,95,3
"2441","0d197ce8b284f2","squad",1352,28,29,96,3
"2442","0d1c4a2d37fe65","duo-fpp",1374,48,49,97,2
"2443","0d1d215a77f6ba","squad",1550,29,29,97,3
"2444","0d1d48ff7d0498","duo-fpp",1460,47,50,96,2
"2445","0d1f7efc0287f1","squad-fpp",1179,26,26,96,4
"2446","0d1fc2b885c6d3","solo-fpp",1359,96,97,97,1
"2447","0d20c4cb888793","solo",1931,90,97,97,1
"2448","0d22134dbf97e2","squad-fpp",1857,25,26,92,4
"2449","0d22c819bbfd4a","squad-fpp",1827,28,28,96,4
"2450","0d23db0c80a7ad","solo",1682,1,16,16,0
"2451","0d25fb031ad4de","solo",1461,91,93,93,1
"2452","0d25ff97efa73e","squad",1389,27,28,96,3
"2453","0d2785d3b23040","squad-fpp",1893,28,29,98,4
"2454","0d27d919b6083c","duo-fpp",1831,48,48,96,2
"2455","0d28a0dd24504f","duo-fpp",1383,48,49,96,2
"2456","0d2a7f3dbe5af2","duo",1894,46,48,92,2
"2457","0d2da4151d0eb8","squad-fpp",1776,27,30,89,3
"2458","0d30ebedcc151d","duo-fpp",1401,20,20,40,2
"2459","0d316621b5956e","solo-fpp",1451,95,98,98,1
"2460","0d326c30d27fba","duo-fpp",1473,47,49,97,2
"2461","0d327c01daea83","squad-fpp",1455,24,27,93,4
"2462","0d35bac6275c78","solo-fpp",1311,92,93,93,1
"2463","0d371da72eaa3c","squad-fpp",1769,30,31,98,4
"2464","0d38c3f3b64006","duo",1854,41,49,92,2
"2465","0d3987db4d5d46","solo-fpp",1411,96,97,97,1
"2466","0d3c772f4b7594","squad-fpp",1300,25,25,90,4
"2467","0d3c96f3eb7aeb","squad-fpp",1846,29,29,96,3
"2468","0d3d08743f6ae3","solo-fpp",1794,92,96,96,1
"2469","0d3e2d811d62be","duo-fpp",1391,45,48,95,2
"2470","0d3fb04b12954e","squad-fpp",1391,27,27,98,4
"2471","0d3fff15fe4e81","squad-fpp",1286,27,27,94,4
"2472","0d4013022b21b4","duo-fpp",1939,49,50,99,2
"2473","0d404e8be2be01","squad",1325,28,29,97,4
"2474","0d40b1515ef480","duo",1441,47,48,95,2
"2475","0d41ad9dae52d1","duo-fpp",1319,46,48,96,2
"2476","0d432e224cc592","solo-fpp",1425,91,94,94,1
"2477","0d4348780358cb","solo-fpp",1458,92,96,96,1
"2478","0d48e3e0ab5ffa","squad-fpp",1270,26,28,96,4
"2479","0d4bf7dcf71f18","duo-fpp",1802,43,45,90,1
"2480","0d4eecf64b515e","squad-fpp",1829,28,28,100,4
"2481","0d5448160a13f6","squad-fpp",1396,31,31,94,3
"2482","0d5510a91c6c94","squad",1459,28,29,94,3
"2483","0d5882dc865d55","duo-fpp",1378,46,47,94,2
"2484","0d5b27da769c27","duo-fpp",1463,46,48,94,2
"2485","0d5b979eafe59b","duo",1820,44,46,90,2
"2486","0d5d5e34871171","solo-fpp",1345,94,95,95,1
"2487","0d5d878cdda0e3","duo-fpp",1814,48,50,98,2
"2488","0d5d978d75e43c","duo",1470,48,49,97,2
"2489","0d5e7f486caca6","squad-fpp",1217,27,28,96,4
"2490","0d6030ec46cd00","squad-fpp",1904,25,28,96,3
"2491","0d67de74ed8538","duo-fpp",2039,46,48,95,2
"2492","0d6911a7161004","duo-fpp",1833,44,46,90,2
"2493","0d6f6a6ce15c80","duo",1957,42,48,94,2
"2494","0d708e31029d18","duo-fpp",1766,42,42,83,2
"2495","0d713d8f735d62","squad",1424,27,27,100,4
"2496","0d7192bdc748c9","duo-fpp",1838,43,47,92,2
"2497","0d73215eaebf8f","squad-fpp",1389,28,28,99,4
"2498","0d73df77434666","squad",1901,26,26,94,3
"2499","0d74f42bc4a1d5","squad-fpp",1425,28,28,98,4
"2500","0d781428376bec","squad-fpp",1916,30,31,96,3
"2501","0d7899c4a6c653","duo",1959,47,50,97,2
"2502","0d7a10d6748b31","duo-fpp",1885,43,46,91,2
"2503","0d7bf4486ab482","duo-fpp",1869,48,49,97,2
"2504","0d7c4dd1835f83","squad-fpp",1380,26,27,95,4
"2505","0d7c76300354d5","duo-fpp",1404,48,49,98,2
"2506","0d7d86694bebf6","squad",1877,25,25,91,4
"2507","0d7df36765fbfd","squad",1968,23,26,89,4
"2508","0d7f91275e3fad","squad-fpp",1439,28,29,95,4
"2509","0d809bfaf6bea9","squad-fpp",1969,28,28,95,1
"2510","0d80ac9890a2b3","squad",1373,25,26,97,4
"2511","0d81c1283c2d38","solo-fpp",1309,95,98,98,1
"2512","0d832680a53ebe","duo-fpp",1401,47,48,95,2
"2513","0d84fab93c5731","solo-fpp",2189,93,94,94,1
"2514","0d8696c0889e97","solo-fpp",1801,94,96,96,1
"2515","0d87b3a9990554","duo",1438,45,49,93,2
"2516","0d87cfb53749c3","duo-fpp",1760,43,43,86,2
"2517","0d88302f03117e","squad-fpp",1338,27,27,93,4
"2518","0d8abe9c7d3404","duo-fpp",1790,47,49,97,2
"2519","0d8b373fdded2e","squad-fpp",1295,26,28,100,4
"2520","0d8c21cad71e07","squad-fpp",1348,28,28,98,3
"2521","0d8c4abd57c959","squad",1402,27,27,94,4
"2522","0d8ca21872f9dc","duo-fpp",1974,45,48,94,2
"2523","0d8d424fd7df24","squad",1373,28,28,100,4
"2524","0d8ddef56de577","squad-fpp",1369,30,30,99,4
"2525","0d8e42e522740d","duo-fpp",1455,48,49,96,2
"2526","0d8f361785184a","squad",1313,25,27,91,4
"2527","0d9130c811a323","solo",1460,94,98,98,1
"2528","0d917240eb08b2","squad",1848,25,27,96,4
"2529","0d91c1ea5ea043","solo",1480,97,100,100,1
"2530","0d95ebabfa0c33","squad-fpp",1893,26,27,87,4
"2531","0d966e0f7bb07d","solo-fpp",1818,91,93,93,1
"2532","0d96e0b9b5ba83","duo-fpp",1302,46,46,92,2
"2533","0d97e02e3246c7","duo-fpp",1896,43,47,93,2
"2534","0d9888f4645e60","squad-fpp",1347,28,28,96,4
"2535","0d989e19258da7","solo",1334,93,96,96,1
"2536","0d98f719fb029c","squad-fpp",1371,27,28,98,4
"2537","0d98fa5deba699","squad-fpp",1273,26,28,85,3
"2538","0d9925c9f717e6","squad-fpp",1817,25,26,83,4
"2539","0d9a93a5a13356","solo-fpp",1352,97,98,98,1
"2540","0d9b285b98c5ee","solo-fpp",1364,95,97,97,1
"2541","0d9bd95ed38d0d","solo-fpp",1454,96,99,99,1
"2542","0d9db29c76ae5f","squad-fpp",1851,26,29,88,4
"2543","0d9e7ff7a0ba47","duo",1335,48,49,96,2
"2544","0d9fcd94a52a56","solo-fpp",1910,86,93,93,1
"2545","0da0562dbb8daa","squad-fpp",1416,25,27,100,4
"2546","0da316fb42daf3","squad-fpp",1296,25,26,97,4
"2547","0da4e2e263565d","duo",1898,44,48,95,2
"2548","0da50a99aac783","squad-fpp",1796,22,24,79,3
"2549","0da6dff79b3b28","squad-fpp",1889,27,28,96,4
"2550","0da92c18c19e40","squad-fpp",1896,27,27,90,3
"2551","0daa25e69d97e5","duo-fpp",1364,50,50,100,2
"2552","0dac865e2e85c1","duo",1351,49,49,97,2
"2553","0dac92a5b6160c","squad",1424,26,27,91,3
"2554","0daca0a4cfe79d","duo-fpp",1869,48,49,97,2
"2555","0dad5af0680137","squad-fpp",1813,26,27,91,4
"2556","0dae47f4cd6e85","solo",1380,95,98,98,1
"2557","0dae6d7ef59012","duo-fpp",1394,44,47,93,2
"2558","0daf5e7fcd8f0a","squad-fpp",1377,29,30,98,4
"2559","0db2ca457ebe75","squad-fpp",1373,29,30,98,4
"2560","0db394e9123d89","squad",1353,25,27,91,3
"2561","0db441065a0072","duo-fpp",1902,48,49,94,2
"2562","0db5b5db7abe62","squad-fpp",1402,27,28,98,4
"2563","0dbbcc40eb9f54","squad",1507,25,27,95,4
"2564","0dbd125e7ad7b6","duo-fpp",1829,42,47,91,2
"2565","0dbf6959cb01f5","duo-fpp",1772,47,49,96,2
"2566","0dc205e4e2e8fc","squad",1263,26,27,89,4
"2567","0dc32cd8f092db","squad-fpp",1443,30,32,100,4
"2568","0dc43ec433c8d6","squad",1489,24,25,92,4
"2569","0dc50b2553a139","solo",1891,82,85,85,1
"2570","0dc7ca986c5560","duo-fpp",1814,40,41,81,2
"2571","0dc85fc352faf0","squad-fpp",1956,24,26,91,4
"2572","0dc872ad810d20","squad-fpp",1458,29,30,97,3
"2573","0dcb515658e2f2","squad",1795,29,29,94,4
"2574","0dcc9dcca7c385","squad-fpp",1873,30,31,95,3
"2575","0dcda56c3bc67f","squad",1838,28,28,96,4
"2576","0dced423deac6e","duo-fpp",1365,45,47,91,2
"2577","0dcee110b3fe35","duo",1805,47,48,93,2
"2578","0dcf4b76fc5541","squad",1364,24,25,90,4
"2579","0dcfed6d6fd4f9","solo-fpp",1455,87,91,91,1
"2580","0dd207f08958ab","duo",1906,45,47,91,2
"2581","0dd401f1d259e0","squad",1394,24,26,93,3
"2582","0dd4e366d6bcb0","squad-fpp",1806,28,29,94,3
"2583","0dd7e9df5677f0","duo-fpp",1352,47,47,93,2
"2584","0dda16eaedc973","squad-fpp",1413,27,28,94,4
"2585","0ddd348d0300f2","squad-fpp",1422,27,28,90,4
"2586","0ddedcb1f50680","duo-fpp",1824,46,48,94,2
"2587","0de01d8903ea67","squad-fpp",1331,27,28,94,3
"2588","0de0d01403db41","solo",1310,93,95,95,1
"2589","0de2e19315c89d","duo-fpp",1362,45,47,90,2
"2590","0de2ea63c5cdf2","squad-fpp",1421,27,28,97,2
"2591","0de423118ab586","squad-fpp",1336,27,28,95,4
"2592","0de6815e9e67c0","crashfpp",904,31,31,57,2
"2593","0de6b27224bade","squad-fpp",1386,26,28,93,4
"2594","0de9547f8957f7","duo-fpp",1298,24,24,48,2
"2595","0deba69aea0b54","duo-fpp",1406,47,49,97,2
"2596","0debcba21e5d41","squad-fpp",1879,28,28,92,3
"2597","0decdb61c69d3b","solo-fpp",1324,95,96,96,1
"2598","0ded0e05c775e2","squad-fpp",1871,25,26,93,4
"2599","0dee6eff680417","squad",1460,25,26,97,4
"2600","0df04a873a35cf","squad",1364,26,26,93,4
"2601","0df0de0fc353d0","squad",1468,27,28,95,3
"2602","0df1f23120a29e","squad-fpp",1287,29,29,97,3
"2603","0df687143fc309","squad-fpp",1355,27,27,95,3
"2604","0df89deba80428","solo-fpp",1447,92,98,98,1
"2605","0df936ea13d125","duo",1896,47,49,98,2
"2606","0dfb77917b2872","squad-fpp",1879,24,26,78,3
"2607","0dfd05856551e7","squad",1889,26,29,97,3
"2608","0dfd280ce6a546","duo-fpp",1362,48,50,100,2
"2609","0dfd37ff9cea29","squad",2168,25,27,97,3
"2610","0dfdedd9698fec","duo-fpp",1284,48,48,96,2
"2611","0dfe620e8198b1","squad",1891,28,28,97,3
